('二团', '怀恋翻车鱼', '术士', '头部', '复仇骨帽', '16929', '+8 法术强度', '2020-22')
('二团', '姑苏小爷', '圣骑士', '衬衣', '外科医生衬衣', '14617', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '胸部', '波动长袍', '19145', '+3 所有属性', '2020-22')
('二团', '姑苏小爷', '圣骑士', '腰部', '审判腰带', '16952', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '腿部', '审判腿铠', '16954', '+10 躲闪，+10 耐力，+10 智力', '2020-22')
('二团', '姑苏小爷', '圣骑士', '脚', '秩序之源战靴', '16859', '+7 耐力', '2020-22')
('二团', '姑苏小爷', '圣骑士', '腕部', '审判束腕', '16951', '+13 法术强度', '2020-22')
('二团', '姑苏小爷', '圣骑士', '手', '审判护手', '16956', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '手指', '首领指环', '19920', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '手指', '始祖徽记', '19863', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '饰品', '复苏之风', '11819', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '饰品', '埃雷萨拉斯皇家徽记', '18472', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '背部', '纯净思想斗篷', '19430', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '主手武器', '金度的妖器', '19890', '+29 法术强度', '2020-22')
('二团', '姑苏小爷', '圣骑士', '副手', '娅尔罗的巫毒棒', '19922', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '副手', '生命花环', '19312', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '远程', '埃根的冲击器', '13289', '', '2020-22')
('二团', '姑苏小爷', '圣骑士', '公会徽章', '血色十字军战袍', '23192', '', '2020-22')
('二团', '西瓜小猪', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-22')
('二团', '西瓜小猪', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('二团', '西瓜小猪', '战士', '肩部', '浸血肩铠', '19878', '', '2020-22')
('二团', '西瓜小猪', '战士', '肩部', '强击护肩', '12927', '+5 火焰抗性', '2020-22')
('二团', '西瓜小猪', '战士', '肩部', '黑色龙鳞护肩', '15051', '+5 火焰抗性', '2020-22')
('二团', '西瓜小猪', '战士', '衬衣', '外科医生衬衣', '14617', '', '2020-22')
('二团', '西瓜小猪', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-22')
('二团', '西瓜小猪', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('二团', '西瓜小猪', '战士', '腿部', '堕落十字军腿甲', '19402', '+8 力量', '2020-22')
('二团', '西瓜小猪', '战士', '腿部', '黑色龙鳞护腿', '15052', '+20 火焰抗性', '2020-22')
('二团', '西瓜小猪', '战士', '脚', '多彩长靴', '19387', '加速略微提升', '2020-22')
('二团', '西瓜小猪', '战士', '腕部', '狂暴者护腕', '19578', '+9 力量', '2020-22')
('二团', '西瓜小猪', '战士', '手', '剑师护手', '14551', '+7 力量', '2020-22')
('二团', '西瓜小猪', '战士', '手指', '迅击戒指', '18821', '', '2020-22')
('二团', '西瓜小猪', '战士', '手指', '橄榄石之环', '11979', '', '2020-22')
('二团', '西瓜小猪', '战士', '手指', '源力之环', '19432', '', '2020-22')
('二团', '西瓜小猪', '战士', '手指', '海洋之风', '18399', '', '2020-22')
('二团', '西瓜小猪', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('二团', '西瓜小猪', '战士', '饰品', '钻石水瓶', '20130', '', '2020-22')
('二团', '西瓜小猪', '战士', '饰品', '侏儒作战小鸡', '10725', '', '2020-22')
('二团', '西瓜小猪', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('二团', '西瓜小猪', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('二团', '西瓜小猪', '战士', '饰品', '侏儒作战小鸡', '10725', '', '2020-22')
('二团', '西瓜小猪', '战士', '饰品', '闪耀徽章', '2802', '', '2020-22')
('二团', '西瓜小猪', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('二团', '西瓜小猪', '战士', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('二团', '西瓜小猪', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('二团', '西瓜小猪', '战士', '主手武器', '克鲁索洛克恩，混乱之刃', '19363', '十字军', '2020-22')
('二团', '西瓜小猪', '战士', '副手', '末日之刃', '19362', '十字军', '2020-22')
('二团', '西瓜小猪', '战士', '远程', '速射强弓', '17069', '', '2020-22')
('二团', '西瓜小猪', '战士', '公会徽章', '公会徽章', '5976', '', '2020-22')
('二团', '兔兔酱', '牧师', '头部', '黑雾巫师帽', '14246', '', '2020-22')
('二团', '兔兔酱', '牧师', '颈部', '生命项链', '18723', '', '2020-22')
('二团', '兔兔酱', '牧师', '肩部', '预言衬肩', '16816', '', '2020-22')
('二团', '兔兔酱', '牧师', '胸部', '梦纹外衣', '10021', '', '2020-22')
('二团', '兔兔酱', '牧师', '腰部', '卓越腰带', '16925', '', '2020-22')
('二团', '兔兔酱', '牧师', '腿部', '卓越护腿', '16922', '', '2020-22')
('二团', '兔兔酱', '牧师', '脚', '驭狼者软鞋', '13101', '', '2020-22')
('二团', '兔兔酱', '牧师', '腕部', '预言臂甲', '16819', '', '2020-22')
('二团', '兔兔酱', '牧师', '手', '暗影花边裹手', '18730', '', '2020-22')
('二团', '兔兔酱', '牧师', '手指', '瑞文戴尔封印之戒', '13345', '', '2020-22')
('二团', '兔兔酱', '牧师', '手指', '萨弗拉斯指环', '19138', '', '2020-22')
('二团', '兔兔酱', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-22')
('二团', '兔兔酱', '牧师', '饰品', '玛尔里之眼', '19930', '', '2020-22')
('二团', '兔兔酱', '牧师', '背部', '灵法斗篷', '11623', '', '2020-22')
('二团', '兔兔酱', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('二团', '兔兔酱', '牧师', '主手武器', '祈福', '18608', '', '2020-22')
('二团', '兔兔酱', '牧师', '远程', '暗影魔杖', '5216', '', '2020-22')
('二团', '血染胸毛', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-22')
('二团', '血染胸毛', '盗贼', '头部', '夜幕杀手头巾', '16821', '+20 火焰抗性', '2020-22')
('二团', '血染胸毛', '盗贼', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-22')
('二团', '血染胸毛', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('二团', '血染胸毛', '盗贼', '肩部', '夜幕杀手护肩', '16823', '+15 攻击强度', '2020-22')
('二团', '血染胸毛', '盗贼', '肩部', '血牙肩甲', '16832', '+5 火焰抗性', '2020-22')
('二团', '血染胸毛', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-22')
('二团', '血染胸毛', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-22')
('二团', '血染胸毛', '盗贼', '腿部', '血牙短裤', '16909', '+14 攻击强度，+12 躲闪', '2020-22')
('二团', '血染胸毛', '盗贼', '脚', '暗影烈焰长靴', '19381', '+7 敏捷', '2020-22')
('二团', '血染胸毛', '盗贼', '脚', '熔岩犬皮靴', '16982', '+5 敏捷', '2020-22')
('二团', '血染胸毛', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-22')
('二团', '血染胸毛', '盗贼', '手', '古代熔火皮手套', '18823', '+10 急速', '2020-22')
('二团', '血染胸毛', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('二团', '血染胸毛', '盗贼', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('二团', '血染胸毛', '盗贼', '饰品', '正义之手', '11815', '', '2020-22')
('二团', '血染胸毛', '盗贼', '饰品', '毒性图腾', '19342', '', '2020-22')
('二团', '血染胸毛', '盗贼', '饰品', '闪耀徽章', '2802', '', '2020-22')
('二团', '血染胸毛', '盗贼', '饰品', '空间撕裂器 - 永望镇', '18984', '', '2020-22')
('二团', '血染胸毛', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-22')
('二团', '血染胸毛', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-22')
('二团', '血染胸毛', '盗贼', '背部', '火喉披风', '19398', '+3 敏捷', '2020-22')
('二团', '血染胸毛', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-22')
('二团', '血染胸毛', '盗贼', '主手武器', '毁灭之刃', '18816', '+5 武器伤害', '2020-22')
('二团', '血染胸毛', '盗贼', '副手', '熔火犬牙', '18805', '+15 敏捷', '2020-22')
('二团', '血染胸毛', '盗贼', '远程', '速射强弓', '17069', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '头部', '怒风头巾', '16900', '+10 智力，+10 耐力，+12 法术强度', '2020-22')
('二团', '冰水伊人', '德鲁伊', '颈部', '金度的邪眼', '19885', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '肩部', '怒风肩甲', '16902', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '肩部', '狂野肩铠', '18810', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '胸部', '怒风胸甲', '16897', '+100 法力值', '2020-22')
('二团', '冰水伊人', '德鲁伊', '胸部', '尊贵法袍', '13346', '+3 所有属性', '2020-22')
('二团', '冰水伊人', '德鲁伊', '腰部', '怒风腰带', '16903', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '腰部', '熔火犬皮腰带', '19162', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '腿部', '怒风腿甲', '16901', '+10 智力，+10 耐力，+12 法术强度', '2020-22')
('二团', '冰水伊人', '德鲁伊', '脚', '怒风长靴', '16898', '+7 耐力', '2020-22')
('二团', '冰水伊人', '德鲁伊', '腕部', '怒风护腕', '16904', '+13 法术强度', '2020-22')
('二团', '冰水伊人', '德鲁伊', '手', '怒风护手', '16899', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '手指', '首领指环', '19920', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '手指', '始祖徽记', '19863', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '饰品', '埃雷萨拉斯皇家徽记', '18470', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '背部', '野性之皮', '18510', '+5 所有抗性', '2020-22')
('二团', '冰水伊人', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('二团', '冰水伊人', '德鲁伊', '主手武器', '克洛玛古斯之爪', '19347', '+29 法术强度', '2020-22')
('二团', '冰水伊人', '德鲁伊', '副手', '生命花环', '19312', '', '2020-22')
('二团', '巡防零零贰', '法师', '头部', '灵风头冠', '16914', '+18 法术强度，+8 爆击', '2020-22')
('二团', '巡防零零贰', '法师', '头部', '奥术师头冠', '16795', '', '2020-22')
('二团', '巡防零零贰', '法师', '颈部', '启示项链', '17109', '', '2020-22')
('二团', '巡防零零贰', '法师', '颈部', '龙火护符', '16309', '', '2020-22')
('二团', '巡防零零贰', '法师', '肩部', '灵风衬肩', '16917', '+18 法术强度', '2020-22')
('二团', '巡防零零贰', '法师', '衬衣', '绿色亚麻衬衣', '2579', '', '2020-22')
('二团', '巡防零零贰', '法师', '胸部', '大法师之袍', '14152', '+100 法力值', '2020-22')
('二团', '巡防零零贰', '法师', '胸部', '奥术师长袍', '16798', '', '2020-22')
('二团', '巡防零零贰', '法师', '腰部', '燃魔腰带', '19136', '', '2020-22')
('二团', '巡防零零贰', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-22')
('二团', '巡防零零贰', '法师', '脚', '灵风长靴', '16912', '+7 耐力', '2020-22')
('二团', '巡防零零贰', '法师', '腕部', '赞达拉幻术师裹布', '19846', '', '2020-22')
('二团', '巡防零零贰', '法师', '手', '灵风手套', '16913', '', '2020-22')
('二团', '巡防零零贰', '法师', '手', '奥术师手套', '16801', '', '2020-22')
('二团', '巡防零零贰', '法师', '手指', '惩戒指环', '22721', '', '2020-22')
('二团', '巡防零零贰', '法师', '手指', '屠龙者的徽记', '18403', '', '2020-22')
('二团', '巡防零零贰', '法师', '手指', '赞吉尔的徽记', '19893', '', '2020-22')
('二团', '巡防零零贰', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('二团', '巡防零零贰', '法师', '饰品', '石楠之环', '12930', '', '2020-22')
('二团', '巡防零零贰', '法师', '背部', '龙王披风', '19378', '', '2020-22')
('二团', '巡防零零贰', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('二团', '巡防零零贰', '法师', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-22')
('二团', '巡防零零贰', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-22')
('二团', '巡防零零贰', '法师', '远程', '噬骨铁针', '13938', '', '2020-22')
('二团', '心雨', '战士', '头部', '愤怒头盔', '16963', '+10 躲闪，+10 耐力，+10 招架', '2020-22')
('二团', '心雨', '战士', '头部', '黑铁头盔', '19148', '+20 火焰抗性', '2020-22')
('二团', '心雨', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('二团', '心雨', '战士', '颈部', '龙火护符', '16309', '', '2020-22')
('二团', '心雨', '战士', '肩部', '愤怒肩铠', '16961', '', '2020-22')
('二团', '心雨', '战士', '肩部', '炽热链甲护肩', '16988', '', '2020-22')
('二团', '心雨', '战士', '胸部', '愤怒胸甲', '16966', '+3 所有属性', '2020-22')
('二团', '心雨', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('二团', '心雨', '战士', '腰部', '炽热链甲束带', '16989', '', '2020-22')
('二团', '心雨', '战士', '腿部', '愤怒腿铠', '16962', '+10 躲闪，+10 耐力，+10 招架', '2020-22')
('二团', '心雨', '战士', '腿部', '灰烬护腿', '19433', '+20 火焰抗性', '2020-22')
('二团', '心雨', '战士', '脚', '愤怒马靴', '16965', '+7 耐力', '2020-22')
('二团', '心雨', '战士', '脚', '熔火胫甲', '18806', '+7 耐力', '2020-22')
('二团', '心雨', '战士', '腕部', '愤怒护腕', '16959', '+9 力量', '2020-22')
('二团', '心雨', '战士', '腕部', '黑铁护腕', '17014', '+9 耐力', '2020-22')
('二团', '心雨', '战士', '手', '力量护手', '16863', '+7 力量', '2020-22')
('二团', '心雨', '战士', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('二团', '心雨', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('二团', '心雨', '战士', '饰品', '钻石水瓶', '20130', '', '2020-22')
('二团', '心雨', '战士', '饰品', '闪耀徽章', '2802', '', '2020-22')
('二团', '心雨', '战士', '饰品', '生命宝石', '19341', '', '2020-22')
('二团', '心雨', '战士', '背部', '龙血斗篷', '17107', '+70 护甲', '2020-22')
('二团', '心雨', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('二团', '心雨', '战士', '主手武器', '奎尔塞拉', '18348', '十字军', '2020-22')
('二团', '心雨', '战士', '副手', '源质壁垒', '19349', '+7 耐力', '2020-22')
('二团', '心雨', '战士', '副手', '米拉之歌', '15806', '', '2020-22')
('二团', '心雨', '战士', '副手', '龙人之盾', '12602', '', '2020-22')
('二团', '心雨', '战士', '远程', '龙息手持火炮', '19368', '', '2020-22')
('二团', '心雨', '战士', '公会徽章', '雷矛军服', '19032', '', '2020-22')
('二团', '信仰丿', '盗贼', '头部', '血牙头巾', '16908', '+10 急速', '2020-22')
('二团', '信仰丿', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('二团', '信仰丿', '盗贼', '肩部', '血牙肩甲', '16832', '+15 攻击强度', '2020-22')
('二团', '信仰丿', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-22')
('二团', '信仰丿', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-22')
('二团', '信仰丿', '盗贼', '腿部', '血牙短裤', '16909', '+10 急速', '2020-22')
('二团', '信仰丿', '盗贼', '脚', '夜幕杀手长靴', '16824', '+7 敏捷', '2020-22')
('二团', '信仰丿', '盗贼', '腕部', '夜幕杀手护腕', '16825', '+9 力量', '2020-22')
('二团', '信仰丿', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-22')
('二团', '信仰丿', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-22')
