('二团', '血染胸毛', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-20')
('二团', '信仰丿', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('二团', '信仰丿', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-20')
('二团', '信仰丿', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('二团', '信仰丿', '盗贼', '背部', '火喉披风', '19398', '+3 敏捷', '2020-20')
('二团', '信仰丿', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('二团', '信仰丿', '盗贼', '主手武器', '放血者维斯卡格', '17075', '十字军', '2020-20')
('二团', '信仰丿', '盗贼', '副手', '残忍利刃', '18832', '十字军', '2020-20')
('二团', '信仰丿', '盗贼', '远程', '爆击猎枪', '17072', '瞄准镜（+7 伤害）', '2020-20')
('二团', '魔力轉圈圈', '法师', '头部', '灵风头冠', '16914', '+8 法术强度', '2020-20')
('二团', '魔力轉圈圈', '法师', '颈部', '奥术水晶坠饰', '20037', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '颈部', '龙火护符', '16309', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '肩部', '灵风衬肩', '16917', '+5 火焰抗性', '2020-20')
('二团', '魔力轉圈圈', '法师', '衬衣', '体面的白衬衣', '4334', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '胸部', '血藤外套', '19682', '+100 生命值', '2020-20')
('二团', '魔力轉圈圈', '法师', '胸部', '灵风长袍', '16916', '+100 生命值', '2020-20')
('二团', '魔力轉圈圈', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '腰部', '奥术师腰带', '16802', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '腿部', '灵风短裤', '16915', '+8 法术强度', '2020-20')
('二团', '魔力轉圈圈', '法师', '脚', '林格的暴风雪长靴', '19438', '+7 耐力', '2020-20')
('二团', '魔力轉圈圈', '法师', '脚', '灵风长靴', '16912', '加速略微提升', '2020-20')
('二团', '魔力轉圈圈', '法师', '腕部', '灵风束腕', '16918', '+9 耐力', '2020-20')
('二团', '魔力轉圈圈', '法师', '腕部', '奥术师护腕', '16799', '+7 耐力', '2020-20')
('二团', '魔力轉圈圈', '法师', '手', '灵风手套', '16913', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '手', '奥术师手套', '16801', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '手指', '黑石之戒', '19397', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '手指', '屠龙者的徽记', '18403', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '手指', '铁炉堡歌唱石', '12543', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '手指', '潮汐指环', '18398', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '饰品', '短暂能量护符', '18820', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '背部', '吞噬披风', '19857', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('二团', '魔力轉圈圈', '法师', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-20')
('二团', '魔力轉圈圈', '法师', '远程', '噬骨铁针', '13938', '', '2020-20')
('二团', '焑花易冷', '法师', '头部', '密苏达尔，夺魂者的头饰', '19375', '+18 法术强度，+8 爆击', '2020-20')
('二团', '焑花易冷', '法师', '头部', '烈焰之眼', '3075', '+8 法术强度', '2020-20')
('二团', '焑花易冷', '法师', '颈部', '堕灵者项链', '19876', '', '2020-20')
('二团', '焑花易冷', '法师', '颈部', '龙火护符', '16309', '', '2020-20')
('二团', '焑花易冷', '法师', '颈部', '暗月宝珠', '19426', '', '2020-20')
('二团', '焑花易冷', '法师', '肩部', '灵风衬肩', '16917', '', '2020-20')
('二团', '焑花易冷', '法师', '肩部', '光芒衬肩', '16980', '+5 火焰抗性', '2020-20')
('二团', '焑花易冷', '法师', '胸部', '灵风长袍', '16916', '+100 法力值', '2020-20')
('二团', '焑花易冷', '法师', '胸部', '血藤外套', '19682', '+100 法力值', '2020-20')
('二团', '焑花易冷', '法师', '胸部', '黑灰长袍', '19399', '', '2020-20')
('二团', '焑花易冷', '法师', '胸部', '大法师之袍', '14152', '+100 法力值', '2020-20')
('二团', '焑花易冷', '法师', '腰部', '灵风腰带', '16818', '', '2020-20')
('二团', '焑花易冷', '法师', '腰部', '奥术师腰带', '16802', '', '2020-20')
('二团', '焑花易冷', '法师', '腿部', '灵风短裤', '16915', '+8 法术强度', '2020-20')
('二团', '焑花易冷', '法师', '腿部', '血藤护腿', '19683', '', '2020-20')
('二团', '焑花易冷', '法师', '腿部', '光芒护腿', '19165', '+8 法术强度', '2020-20')
('二团', '焑花易冷', '法师', '脚', '灵风长靴', '16912', '加速略微提升', '2020-20')
('二团', '焑花易冷', '法师', '脚', '血藤长靴', '19684', '加速略微提升', '2020-20')
('二团', '焑花易冷', '法师', '脚', '相位长靴', '18295', '', '2020-20')
('二团', '焑花易冷', '法师', '腕部', '奥术精准护腕', '19374', '', '2020-20')
('二团', '焑花易冷', '法师', '腕部', '焰纹护腕', '11766', '', '2020-20')
('二团', '焑花易冷', '法师', '手', '灵风手套', '16913', '', '2020-20')
('二团', '焑花易冷', '法师', '手', '光芒手套', '16979', '', '2020-20')
('二团', '焑花易冷', '法师', '手指', '寒冰指环', '942', '', '2020-20')
('二团', '焑花易冷', '法师', '手指', '喷焰指环', '12926', '', '2020-20')
('二团', '焑花易冷', '法师', '手指', '碧玉戒指', '11978', '', '2020-20')
('二团', '焑花易冷', '法师', '手指', '寒冰指环', '942', '', '2020-20')
('二团', '焑花易冷', '法师', '手指', '屠龙者的徽记', '18403', '', '2020-20')
('二团', '焑花易冷', '法师', '饰品', '短暂能量护符', '18820', '', '2020-20')
('二团', '焑花易冷', '法师', '饰品', '埃雷萨拉斯皇家徽记', '18468', '', '2020-20')
('二团', '焑花易冷', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('二团', '焑花易冷', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('二团', '焑花易冷', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('二团', '焑花易冷', '法师', '饰品', '比斯巨兽之眼', '13968', '', '2020-20')
('二团', '焑花易冷', '法师', '饰品', '闪耀徽章', '2802', '', '2020-20')
('二团', '焑花易冷', '法师', '饰品', '短暂能量护符', '18820', '', '2020-20')
('二团', '焑花易冷', '法师', '背部', '吞噬披风', '19857', '', '2020-20')
('二团', '焑花易冷', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-20')
('二团', '焑花易冷', '法师', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-20')
('二团', '焑花易冷', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-20')
('二团', '焑花易冷', '法师', '副手', '火焰魔法宝典', '19311', '', '2020-20')
('二团', '焑花易冷', '法师', '副手', '燃魂之颅', '13524', '', '2020-20')
('二团', '焑花易冷', '法师', '副手', '上古角石魔典', '17067', '', '2020-20')
('二团', '焑花易冷', '法师', '远程', '骨寒魔杖', '19108', '', '2020-20')
('二团', '焑花易冷', '法师', '远程', '噬骨铁针', '13938', '', '2020-20')
('二团', '焑花易冷', '法师', '远程', '赤红震荡者', '17077', '', '2020-20')
('二团', '焑花易冷', '法师', '公会徽章', '雷矛军服', '19032', '', '2020-20')
('二团', '跳跳冰箱', '法师', '头部', '密苏达尔，夺魂者的头饰', '19375', '', '2020-20')
('二团', '跳跳冰箱', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('二团', '跳跳冰箱', '法师', '肩部', '灵风衬肩', '16917', '', '2020-20')
('二团', '跳跳冰箱', '法师', '衬衣', '杉德尔船长的衬衣', '3342', '', '2020-20')
('二团', '跳跳冰箱', '法师', '胸部', '大法师之袍', '14152', '+50 生命值', '2020-20')
('二团', '跳跳冰箱', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('二团', '跳跳冰箱', '法师', '腿部', '灵风短裤', '16915', '+8 法术强度', '2020-20')
('二团', '跳跳冰箱', '法师', '脚', '灵风长靴', '16912', '+7 耐力', '2020-20')
('二团', '跳跳冰箱', '法师', '腕部', '奥术师护腕', '16799', '+9 全能', '2020-20')
('二团', '跳跳冰箱', '法师', '手', '灵风手套', '16913', '', '2020-20')
('二团', '跳跳冰箱', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('二团', '跳跳冰箱', '法师', '手指', '专注指环', '19403', '', '2020-20')
('二团', '跳跳冰箱', '法师', '饰品', '比斯巨兽之眼', '13968', '', '2020-20')
('二团', '跳跳冰箱', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('二团', '跳跳冰箱', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('二团', '跳跳冰箱', '法师', '背部', '萨菲隆斗篷', '17078', '+70 护甲', '2020-20')
('二团', '跳跳冰箱', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('二团', '跳跳冰箱', '法师', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-20')
('二团', '跳跳冰箱', '法师', '远程', '骨寒魔杖', '19108', '', '2020-20')
('二团', '跳跳冰箱', '法师', '远程', '风暴之怒', '16997', '', '2020-20')
('二团', '天知道', '牧师', '头部', '卓越之环', '16921', '+10 智力，+10 耐力，+10 全能', '2020-20')
('二团', '天知道', '牧师', '颈部', '生命项链', '18723', '', '2020-20')
('二团', '天知道', '牧师', '肩部', '预言衬肩', '16816', '', '2020-20')
('二团', '天知道', '牧师', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('二团', '天知道', '牧师', '胸部', '预言法袍', '16815', '+100 法力值', '2020-20')
('二团', '天知道', '牧师', '腰部', '卓越腰带', '16925', '', '2020-20')
('二团', '天知道', '牧师', '腿部', '卓越护腿', '16922', '', '2020-20')
('二团', '天知道', '牧师', '脚', '卓越长靴', '16919', '+5 全能', '2020-20')
('二团', '天知道', '牧师', '腕部', '预言臂甲', '16819', '+13 法术强度', '2020-20')
('二团', '天知道', '牧师', '手', '卓越护手', '16920', '', '2020-20')
('二团', '天知道', '牧师', '手指', '沉思指环', '18103', '', '2020-20')
('二团', '天知道', '牧师', '手指', '灼烧指环', '19140', '', '2020-20')
('二团', '天知道', '牧师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('二团', '天知道', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('二团', '天知道', '牧师', '背部', '纯净思想斗篷', '19430', '', '2020-20')
('二团', '天知道', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('二团', '天知道', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-20')
('二团', '天知道', '牧师', '远程', '风暴之怒', '16997', '', '2020-20')
('二团', '車爺', '圣骑士', '头部', '审判头冠', '16955', '+8 智力', '2020-20')
('二团', '車爺', '圣骑士', '颈部', '启示项链', '17109', '', '2020-20')
('二团', '車爺', '圣骑士', '肩部', '审判肩铠', '16953', '', '2020-20')
('二团', '車爺', '圣骑士', '衬衣', '优质布衬衣', '859', '', '2020-20')
('二团', '車爺', '圣骑士', '胸部', '波动长袍', '19145', '+4 所有属性', '2020-20')
('二团', '車爺', '圣骑士', '腰部', '熔火犬皮腰带', '19162', '', '2020-20')
('二团', '車爺', '圣骑士', '腿部', '火蜥蜴鳞片短裤', '18875', '+8 智力', '2020-20')
('二团', '車爺', '圣骑士', '脚', '审判马靴', '16957', '', '2020-20')
('二团', '車爺', '圣骑士', '腕部', '审判束腕', '16951', '+13 法术强度', '2020-20')
('二团', '車爺', '圣骑士', '手', '审判护手', '16956', '', '2020-20')
('二团', '車爺', '圣骑士', '手指', '屠龙者的徽记', '18403', '', '2020-20')
('二团', '車爺', '圣骑士', '手指', '灼烧指环', '19140', '', '2020-20')
('二团', '車爺', '圣骑士', '饰品', '埃雷萨拉斯皇家徽记', '18472', '', '2020-20')
('二团', '車爺', '圣骑士', '饰品', '石楠之环', '12930', '', '2020-20')
('二团', '車爺', '圣骑士', '背部', '野性之皮', '18510', '+5 所有抗性', '2020-20')
('二团', '車爺', '圣骑士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('二团', '車爺', '圣骑士', '主手武器', '金度的妖器', '19890', '+29 法术强度', '2020-20')
('二团', '車爺', '圣骑士', '副手', '红龙防护者', '19348', '', '2020-20')
('二团', '車爺', '圣骑士', '公会徽章', '骑士彩带', '15198', '', '2020-20')
('二团', '壹体多相', '圣骑士', '头部', '洞悉兜帽', '18490', '+8 法术强度', '2020-20')
('二团', '壹体多相', '圣骑士', '颈部', '生命项链', '18723', '', '2020-20')
('二团', '壹体多相', '圣骑士', '肩部', '审判肩铠', '16953', '', '2020-20')
('二团', '壹体多相', '圣骑士', '胸部', '波动长袍', '19145', '+100 法力值', '2020-20')
('二团', '壹体多相', '圣骑士', '腰部', '熔火犬皮腰带', '19162', '', '2020-20')
('二团', '壹体多相', '圣骑士', '腿部', '火蜥蜴鳞片短裤', '18875', '+8 法术强度', '2020-20')
('二团', '壹体多相', '圣骑士', '脚', '纯净思想长靴', '19437', '加速略微提升', '2020-20')
('二团', '壹体多相', '圣骑士', '腕部', '繁荣护腕', '18525', '+7 智力', '2020-20')
('二团', '壹体多相', '圣骑士', '手', '和平守护者护手', '20264', '', '2020-20')
('二团', '壹体多相', '圣骑士', '手指', '始祖徽记', '19863', '', '2020-20')
('二团', '壹体多相', '圣骑士', '手指', '萨弗拉斯指环', '19138', '', '2020-20')
('二团', '壹体多相', '圣骑士', '饰品', '盲目光芒卷轴', '19343', '', '2020-20')
('二团', '壹体多相', '圣骑士', '饰品', '埃雷萨拉斯皇家徽记', '18472', '', '2020-20')
('二团', '壹体多相', '圣骑士', '背部', '野性之皮', '18510', '+7 火焰抗性', '2020-20')
('二团', '壹体多相', '圣骑士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('二团', '壹体多相', '圣骑士', '主手武器', '金度的妖器', '19890', '+29 法术强度', '2020-20')
('二团', '壹体多相', '圣骑士', '副手', '生命花环', '19312', '', '2020-20')
('二团', '战無不胜', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-20')
('二团', '战無不胜', '战士', '头部', '毁灭王冠', '18817', '+20 火焰抗性', '2020-20')
('二团', '战無不胜', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('二团', '战無不胜', '战士', '肩部', '龙爪肩铠', '19394', '+5 火焰抗性', '2020-20')
('二团', '战無不胜', '战士', '肩部', '黑色龙鳞护肩', '15051', '+5 火焰抗性', '2020-20')
('二团', '战無不胜', '战士', '衬衣', '侍僧衬衣', '6097', '', '2020-20')
('二团', '战無不胜', '战士', '胸部', '野蛮角斗士链甲', '11726', '+3 所有属性', '2020-20')
('二团', '战無不胜', '战士', '胸部', '黑色龙鳞胸甲', '15050', '+100 生命值', '2020-20')
('二团', '战無不胜', '战士', '腰部', '冲击束带', '19137', '', '2020-20')
('二团', '战無不胜', '战士', '腿部', '堕落十字军腿甲', '19402', '+10 急速', '2020-20')
('二团', '战無不胜', '战士', '腿部', '黑色龙鳞护腿', '15052', '+20 火焰抗性', '2020-20')
('二团', '战無不胜', '战士', '脚', '多彩长靴', '19387', '+7 敏捷', '2020-20')
('二团', '战無不胜', '战士', '脚', '黑色龙鳞战靴', '16984', '+7 敏捷', '2020-20')
('二团', '战無不胜', '战士', '腕部', '稳固护腕', '19146', '+9 力量', '2020-20')
('二团', '战無不胜', '战士', '腕部', '黑铁护腕', '17014', '+9 耐力', '2020-20')
('二团', '战無不胜', '战士', '手', '烈焰守卫护手', '19143', '+7 力量', '2020-20')
('二团', '战無不胜', '战士', '手', '力量护手', '16863', '+7 力量', '2020-20')
('二团', '战無不胜', '战士', '手', '祭祀护手', '22714', '+7 力量', '2020-20')
('二团', '战無不胜', '战士', '手指', '源力之环', '19432', '', '2020-20')
('二团', '战無不胜', '战士', '手指', '海洋之风', '18399', '', '2020-20')
('二团', '战無不胜', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('二团', '战無不胜', '战士', '手指', '迅击戒指', '18821', '', '2020-20')
('二团', '战無不胜', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('二团', '战無不胜', '战士', '饰品', '钻石水瓶', '20130', '', '2020-20')
('二团', '战無不胜', '战士', '饰品', '闪耀徽章', '2802', '', '2020-20')
('二团', '战無不胜', '战士', '饰品', '黑手饰物', '13965', '', '2020-20')
('二团', '战無不胜', '战士', '饰品', '正义之手', '11815', '', '2020-20')
